,STORAGE_IN,CONSTANT_HEAD_IN,WELLS_IN,HEAD_DEP_BOUNDS_IN,STREAM_LEAKAGE_IN,UZF_RECHARGE_IN,GW_ET_IN,SURFACE_LEAKAGE_IN,MNW2_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,WELLS_OUT,HEAD_DEP_BOUNDS_OUT,STREAM_LEAKAGE_OUT,UZF_RECHARGE_OUT,GW_ET_OUT,SURFACE_LEAKAGE_OUT,MNW2_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
2029-07-01,2809928.8,0.0,375661.28,2202676.0,1367561.1,1854135.0,0.0,0.0,189092.88,8799055.0,528672.06,0.0,0.0,2866738.0,989475.75,0.0,1657556.2,13475.272,2742902.8,8798820.0,235.0,0.0
2029-07-02,2986636.0,0.0,375661.28,2202683.2,1361215.2,2132218.2,0.0,0.0,188417.25,9246831.0,943183.44,0.0,0.0,2866392.2,983260.3,0.0,1681618.2,13413.595,2756637.5,9244505.0,2326.0,0.03
2029-08-01,2596553.5,0.0,375661.28,2202931.2,1367219.8,1788906.1,0.0,0.0,188308.7,8519581.0,436627.88,0.0,0.0,2861648.8,989294.06,0.0,1470005.8,12949.513,2750244.8,8520770.0,-1189.0,-0.01
2029-09-01,2228990.5,0.0,375661.28,2203172.5,1453869.0,1811273.6,0.0,0.0,187782.62,8260749.0,668901.94,0.0,0.0,2861211.5,1075528.1,0.0,1113062.0,13667.806,2530512.5,8262884.0,-2135.0,-0.03
2029-10-01,2110112.8,0.0,375661.28,2203266.8,1470086.6,1766331.5,0.0,0.0,187836.48,8113295.5,707753.2,0.0,0.0,2865993.0,1092083.0,0.0,834255.5,14119.923,2599744.8,8113949.0,-653.5,-0.01
2029-10-02,1927649.1,0.0,375661.28,2203273.5,1473470.6,1813769.6,0.0,0.0,186994.47,7980818.5,1109535.9,0.0,0.0,2866334.8,1095472.1,0.0,819248.75,14176.361,2075594.4,7980362.0,456.5,0.01
2029-11-01,1593917.2,0.0,375661.28,2203471.2,1634254.2,1841415.4,0.0,0.0,186997.17,7835716.5,1388791.5,0.0,0.0,2878214.8,1252733.4,0.0,229868.9,16246.3545,2075399.5,7841254.5,-5538.0,-0.07
2029-12-01,1403776.6,0.0,375661.28,2203667.0,1649512.0,1822980.1,0.0,0.0,198622.94,7654220.0,1260752.5,0.0,0.0,2902750.5,1266001.2,0.0,414438.1,18717.959,1793044.0,7655704.0,-1484.0,-0.02
2029-12-02,1500612.0,0.0,375661.28,2203670.0,1632366.4,1954300.1,0.0,0.0,198704.22,7865313.5,2111852.2,0.0,0.0,2903137.2,1252425.6,0.0,522436.4,18756.91,1061584.6,7870193.0,-4879.5,-0.06
2030-01-01,1287181.0,0.0,375661.28,2203725.0,1753191.8,1971938.8,0.0,0.0,198439.73,7790137.5,2353220.0,0.0,0.0,2939820.5,1377245.4,0.0,26466.36,21047.13,1061430.8,7779230.0,10907.5,0.14
2030-02-01,1459885.2,0.0,482587.88,2203644.0,1674349.1,1842072.6,0.0,0.0,463505.44,8126044.0,1467538.1,0.0,0.0,2933208.5,1295437.5,0.0,891395.25,25147.459,1508308.6,8121035.0,5009.0,0.06
2030-03-01,1650985.1,0.0,482587.88,2203396.2,1610954.8,1791455.9,0.0,0.0,463502.03,8202882.0,1244479.9,0.0,0.0,2919291.8,1233172.9,0.0,1186595.6,27088.63,1586468.4,8197097.0,5785.0,0.07
2030-03-04,1584785.9,0.0,482587.88,2203390.2,1620905.1,1779432.9,0.0,0.0,463256.84,8134359.0,1305927.9,0.0,0.0,2915543.5,1243222.8,0.0,1063857.0,27191.465,1574154.5,8129897.0,4462.0,0.05
2030-04-01,1962272.5,0.0,482587.88,2203276.5,1546379.1,1728808.6,0.0,0.0,463230.62,8386555.0,1173843.0,0.0,0.0,2900473.0,1168320.0,0.0,1543785.8,26996.486,1574856.1,8388274.5,-1719.5,-0.02
2030-05-01,2056144.2,0.0,482587.88,2203502.5,1548003.8,1619116.9,0.0,0.0,493326.6,8402682.0,735100.4,0.0,0.0,2890285.8,1169459.9,0.0,1417634.9,27162.66,2167750.5,8407394.0,-4712.0,-0.06
2030-05-02,2559598.0,0.0,482587.88,2203502.5,1532194.1,1599078.5,0.0,0.0,493881.66,8870843.0,692467.06,0.0,0.0,2889815.2,1153739.0,0.0,1483631.8,27062.549,2622392.2,8869108.0,1735.0,0.02
2030-06-01,2738419.2,0.0,482587.88,2203440.2,1479961.6,1562319.9,0.0,0.0,493640.72,8960369.0,616573.56,0.0,0.0,2880147.2,1101707.8,0.0,1718345.6,26860.293,2618008.5,8961643.0,-1274.0,-0.01
2030-07-01,3051541.8,0.0,482587.88,2203503.5,1413779.2,1464236.5,0.0,0.0,494850.94,9110499.0,498678.16,0.0,0.0,2868688.0,1035758.06,0.0,1581498.8,24406.879,3101358.0,9110388.0,111.0,0.0
2030-07-02,3000071.8,0.0,482587.88,2203504.5,1425345.8,1462943.0,0.0,0.0,494062.2,9068515.0,630515.9,0.0,0.0,2868313.8,1047415.9,0.0,1479837.8,24439.502,3016874.2,9067397.0,1118.0,0.01
2030-08-01,2768422.5,0.0,482587.88,2203583.2,1423112.6,1451921.5,0.0,0.0,493879.0,8823507.0,461285.75,0.0,0.0,2863616.2,1045110.6,0.0,1414544.5,23975.877,3012995.5,8821528.0,1979.0,0.02
2030-09-01,2338646.5,0.0,482587.88,2203757.8,1477046.0,1452968.1,0.0,0.0,493155.44,8448161.0,847030.6,0.0,0.0,2864004.8,1099352.4,0.0,988121.25,24488.596,2624841.8,8447839.0,322.0,0.0
2030-10-01,2716219.5,0.0,482587.88,2203783.5,1487965.6,1401641.6,0.0,0.0,521925.47,8814123.0,645653.9,0.0,0.0,2867816.5,1110265.5,0.0,1029330.3,25397.875,3137176.0,8815640.0,-1517.0,-0.02
2030-10-02,2365400.0,0.0,482587.88,2203786.5,1476893.2,1565787.9,0.0,0.0,521166.2,8615622.0,1510822.9,0.0,0.0,2867885.5,1099161.5,0.0,1150551.1,25395.97,1959849.4,8613666.0,1956.0,0.02
2030-11-01,1629721.2,0.0,482587.88,2203751.5,1571267.0,1487550.9,0.0,0.0,521159.03,7896037.5,1086693.8,0.0,0.0,2876965.5,1193615.6,0.0,752741.6,27357.225,1959252.4,7896626.0,-588.5,-0.01
2030-12-01,1454420.2,0.0,482587.88,2203724.8,1615761.2,1486393.8,0.0,0.0,550693.1,7793581.0,1287741.8,0.0,0.0,2892026.8,1238646.6,0.0,570956.56,28948.273,1773380.6,7791700.5,1880.5,0.02
2030-12-02,1454311.4,0.0,482587.88,2203723.8,1621538.4,1595689.9,0.0,0.0,554351.25,7912203.0,2106705.5,0.0,0.0,2892637.2,1247371.9,0.0,496258.28,29030.904,1133048.0,7905052.5,7150.5,0.09
2031-01-01,1370536.9,0.0,482587.88,2203669.2,1647454.2,1597184.5,0.0,0.0,555932.94,7857365.5,1964761.9,0.0,0.0,2910131.8,1271225.6,0.0,540021.25,30834.252,1134201.2,7851176.0,6189.5,0.08
2031-02-01,1662062.0,0.0,482587.88,2203558.0,1562285.1,1495675.9,0.0,0.0,306481.06,7712650.0,1242482.6,0.0,0.0,2915655.8,1186531.2,0.0,784802.1,28257.016,1551276.6,7709005.5,3644.5,0.05
2031-03-01,1626847.4,0.0,482587.88,2203282.5,1703024.5,2241046.5,0.0,0.0,306458.9,8563248.0,2451754.8,0.0,0.0,2927066.0,1315312.9,0.0,301695.44,28494.186,1539318.0,8563642.0,-394.0,-0.0
2031-03-04,1465992.1,0.0,482587.88,2203300.5,1693146.6,1555945.8,0.0,0.0,306479.06,7707452.0,1793786.0,0.0,0.0,2927290.5,1312460.1,0.0,344260.84,28410.947,1305521.6,7711730.0,-4278.0,-0.06
2031-04-01,1527046.9,0.0,482587.88,2203154.0,1523323.4,1794250.6,0.0,0.0,306430.3,7836793.5,1531446.2,0.0,0.0,2903955.8,1145460.2,0.0,923300.3,25973.791,1304648.9,7834785.5,2008.0,0.03
2031-05-01,2318147.2,0.0,482587.88,2203076.5,1445414.5,1362788.4,0.0,0.0,306401.8,8118416.5,638459.06,0.0,0.0,2894519.0,1066787.6,0.0,1680182.5,24088.957,1816742.0,8120779.0,-2362.5,-0.03
2031-05-02,2539767.2,0.0,482587.88,2203076.0,1443185.5,1317321.8,0.0,0.0,306369.97,8292308.0,614135.7,0.0,0.0,2893845.0,1064834.4,0.0,1460389.6,23963.162,2236481.8,8293649.0,-1341.0,-0.02
2031-06-01,2333376.2,0.0,482587.88,2203055.0,1379239.5,1275299.9,0.0,0.0,306382.25,7979941.0,433542.25,0.0,0.0,2879861.8,1001110.44,0.0,1428446.6,20109.23,2223193.2,7986263.0,-6322.0,-0.08
2031-07-01,3271144.0,0.0,482587.88,2203062.8,1300989.8,1171590.4,0.0,0.0,306385.88,8735761.0,412812.8,0.0,0.0,2871197.8,922964.2,0.0,1749111.6,17664.297,2764950.5,8738701.0,-2940.0,-0.03
2031-07-02,3281350.2,0.0,482587.88,2203063.0,1310833.6,1165347.2,0.0,0.0,306429.47,8749611.0,483257.78,0.0,0.0,2870660.8,932864.6,0.0,1553945.5,17631.656,2892334.0,8750694.0,-1083.0,-0.01
2031-08-01,2843715.2,0.0,482587.88,2203107.8,1335863.1,1136064.0,0.0,0.0,306389.34,8307727.5,338452.94,0.0,0.0,2866190.0,957971.0,0.0,1244621.5,16702.4,2886390.0,8310328.0,-2600.5,-0.03
2031-09-01,2531610.2,0.0,482587.88,2203221.8,1346891.9,1139184.5,0.0,0.0,306374.16,8009870.5,307673.6,0.0,0.0,2866555.5,969086.56,0.0,1163453.0,16398.545,2689995.5,8013162.5,-3292.0,-0.04
2031-10-01,2166962.2,0.0,482587.88,2203300.5,1417266.8,1152393.1,0.0,0.0,306359.94,7728870.0,591772.9,0.0,0.0,2871137.5,1039689.7,0.0,706020.8,16913.166,2506551.0,7732085.0,-3215.0,-0.04
2031-10-02,2004422.9,0.0,482587.88,2203302.8,1410842.2,1199163.8,0.0,0.0,306411.6,7606731.5,945927.5,0.0,0.0,2871449.5,1033135.8,0.0,821050.44,16942.01,1919705.0,7608210.5,-1479.0,-0.02
2031-11-01,1650020.8,0.0,482587.88,2203287.0,1416698.5,1191701.9,0.0,0.0,306353.56,7250649.5,549917.06,0.0,0.0,2876420.5,1039057.06,0.0,849144.75,17674.46,1919828.5,7252042.0,-1392.5,-0.02
2031-12-01,1442094.0,0.0,482587.88,2203350.8,1766260.4,1955381.8,0.0,0.0,306390.3,8156065.5,2270620.0,0.0,0.0,2911731.2,1358843.1,0.0,45643.656,21300.873,1534447.0,8142585.5,13480.0,0.17
2031-12-02,1537200.8,0.0,482587.88,2203347.8,1725295.1,1943625.9,0.0,0.0,306501.8,8198559.5,2820120.0,0.0,0.0,2913339.5,1334102.6,0.0,61419.426,21410.602,1041466.06,8191858.0,6701.5,0.08
2032-01-01,1472440.2,0.0,482587.88,2203231.8,2641075.5,5781108.5,0.0,0.0,308134.56,12888579.0,6697689.5,0.0,0.0,2977876.8,2103164.5,0.0,39144.508,25509.836,1043319.75,12886705.0,1874.0,0.01
2032-02-01,1228346.5,0.0,482587.88,2203003.2,2286405.2,2254076.0,0.0,0.0,365780.22,8820199.0,2669740.2,0.0,0.0,2993066.5,1534399.4,0.0,40112.47,30084.943,1507515.6,8774920.0,45279.0,0.51
2032-03-01,5278113.0,0.0,482587.88,1891130.1,2514096.8,5947195.5,0.0,0.0,367924.5,16481048.0,8200675.5,0.0,0.0,4382133.0,2062815.9,0.0,142431.28,35426.7,1631766.1,16455248.0,25800.0,0.16
2032-03-03,4775718.0,0.0,482587.88,1934383.2,2289949.8,5248455.0,0.0,0.0,367909.47,15099003.0,7239993.5,0.0,0.0,4191991.5,1886355.6,0.0,216865.39,35454.63,1483899.2,15054560.0,44443.0,0.29
2032-04-01,3182340.2,0.0,482587.88,2096572.6,1958176.6,3202602.2,0.0,0.0,366010.6,11288290.0,3551526.8,0.0,0.0,3318101.0,1579920.9,0.0,1292042.2,36471.863,1483512.4,11261575.0,26715.0,0.24
2032-05-01,4655906.0,0.0,482587.88,2125011.0,1557695.1,2363416.5,0.0,0.0,365913.25,11550529.0,1781530.2,0.0,0.0,3098328.8,1178768.5,0.0,3449265.8,27851.693,1992684.2,11528429.0,22100.0,0.19
2032-05-02,4307016.0,0.0,482587.88,2125673.2,1574464.9,2477332.8,0.0,0.0,365907.25,11332982.0,2030074.8,0.0,0.0,3094150.5,1196282.4,0.0,2678951.8,27645.123,2299065.5,11326170.0,6812.0,0.06
2032-06-01,3113376.2,0.0,482587.88,2139462.5,1487116.9,2012893.2,0.0,0.0,365909.16,9601346.0,1190674.8,0.0,0.0,3014254.0,1109009.4,0.0,1959224.2,22215.254,2294782.0,9590160.0,11186.0,0.12
2032-07-01,3199336.8,0.0,482587.88,2153683.8,1438760.2,1814065.6,0.0,0.0,365955.5,9454390.0,900690.9,0.0,0.0,2977928.5,1060670.2,0.0,1621314.8,20073.197,2869381.2,9450059.0,4331.0,0.05
2032-07-02,3228546.2,0.0,482587.88,2154048.0,1438648.9,1814479.0,0.0,0.0,365989.03,9484299.0,982364.2,0.0,0.0,2976964.2,1060611.6,0.0,1580048.4,20020.602,2859240.5,9479250.0,5049.0,0.05
2032-08-01,3012331.2,0.0,482587.88,2162842.2,1388712.5,1682989.6,0.0,0.0,365920.75,9095384.0,757474.2,0.0,0.0,2949562.5,1010855.0,0.0,1502907.4,18185.117,2853325.5,9092310.0,3074.0,0.03
2032-09-01,2889837.5,0.0,482587.88,2169112.2,1412681.1,2139315.8,0.0,0.0,365864.47,9459399.0,1356381.1,0.0,0.0,2938127.0,1034900.9,0.0,1316039.8,18265.814,2792724.8,9456440.0,2959.0,0.03
2032-10-01,2271333.5,0.0,482587.88,2173600.2,1496160.4,1630960.5,0.0,0.0,365903.62,8420547.0,931947.0,0.0,0.0,2935307.8,1118538.0,0.0,809793.56,19463.982,2601471.0,8416522.0,4025.0,0.05
2032-10-02,2194944.8,0.0,482587.88,2173734.8,1515531.1,1800198.1,0.0,0.0,365937.5,8532934.0,1582936.4,0.0,0.0,2935407.0,1137842.6,0.0,653670.4,19569.412,2199112.2,8528538.0,4396.0,0.05
2032-11-01,1840406.5,0.0,482587.88,2177123.8,1519786.4,1610293.8,0.0,0.0,365897.66,7996095.5,935118.25,0.0,0.0,2934159.5,1142212.8,0.0,765105.8,20393.95,2196246.5,7993237.0,2858.5,0.04
2032-12-01,1560712.5,0.0,482587.88,1491100.9,13067971.0,10880720.0,0.0,0.0,365911.7,27849004.0,20658810.0,0.0,0.0,3593827.2,1757387.1,0.0,15931.433,22428.928,1816325.9,27864712.0,-15708.0,-0.06
2032-12-02,1430975.9,0.0,482587.88,553077.6,49552930.0,20252778.0,0.0,0.0,370806.03,72643150.0,63746636.0,0.0,0.0,6004634.0,1915222.4,0.0,16405.531,23224.168,970465.9,72676590.0,-33440.0,-0.05
2033-01-01,2673349.8,0.0,482587.88,2070571.6,2015168.1,5066272.0,0.0,0.0,372156.78,12680106.0,6350836.5,0.0,0.0,3462182.2,1636801.4,0.0,225100.17,30819.816,960139.44,12665879.0,14227.0,0.11
2033-02-01,3502137.2,0.0,482587.88,1917737.0,3800621.8,11297669.0,0.0,0.0,258787.52,21259540.0,12194492.0,0.0,0.0,4116642.8,3301178.0,0.0,104279.53,36344.17,1512083.4,21265020.0,-5480.0,-0.03
2033-03-01,2318424.8,0.0,482587.88,2084545.8,2648329.8,6592361.0,0.0,0.0,257400.39,14383649.0,7462460.0,0.0,0.0,3344099.0,1868101.2,0.0,116610.13,36554.49,1522793.6,14350618.0,33031.0,0.23
2033-03-04,2397102.0,0.0,482587.88,2089141.8,2673594.0,6808500.5,0.0,0.0,256483.48,14707409.0,7495045.5,0.0,0.0,3336604.5,2075485.1,0.0,40242.223,37347.746,1678005.9,14662731.0,44678.0,0.3
2033-04-01,1961305.4,0.0,482587.88,2009116.5,4712168.5,11820730.0,0.0,0.0,259152.48,21245060.0,11698020.0,0.0,0.0,3747183.2,4008452.2,0.0,55159.406,41535.92,1680719.2,21231072.0,13988.0,0.07
2033-05-01,3509616.5,0.0,482587.88,2039543.2,3329081.8,10686484.0,0.0,0.0,259126.25,20306440.0,11729189.0,0.0,0.0,3507899.2,2612644.8,0.0,73945.01,42299.2,2305362.0,20271340.0,35100.0,0.17
2033-05-02,3751040.2,0.0,482587.88,2045066.9,3279122.2,10461473.0,0.0,0.0,259255.2,20278546.0,11363413.0,0.0,0.0,3497460.0,2647185.0,0.0,66422.83,42590.652,2635308.2,20252378.0,26168.0,0.13
2033-06-01,6331532.0,0.0,482587.88,2028561.5,2561813.8,9972992.0,0.0,0.0,259882.72,21637370.0,10271913.0,0.0,0.0,3548600.8,2183664.5,0.0,2902890.8,38127.594,2635905.8,21581102.0,56268.0,0.26
2033-07-01,6577034.0,0.0,482587.88,2085613.2,1997920.1,6691988.0,0.0,0.0,254417.06,18089562.0,6028867.0,0.0,0.0,3233049.2,1619860.4,0.0,3852979.8,21836.012,3261168.5,18017760.0,71802.0,0.4
2033-07-02,6174448.0,0.0,482587.88,2086566.0,1999061.0,6682559.5,0.0,0.0,253262.3,17678484.0,6098484.5,0.0,0.0,3227719.2,1620748.0,0.0,3461098.2,21531.578,3129640.0,17559222.0,119262.0,0.68
2033-08-01,4415441.0,0.0,482587.88,2108870.5,1866601.9,5744640.0,0.0,0.0,246138.53,14864280.0,4753709.5,0.0,0.0,3126705.5,1488419.6,0.0,2263253.0,17689.293,3116038.8,14765816.0,98464.0,0.66
2033-09-01,3426705.0,0.0,482587.88,2126007.8,1819000.6,5085210.0,0.0,0.0,241800.5,13181312.0,3983610.5,0.0,0.0,3078191.0,1441008.5,0.0,1810668.1,16534.564,2776459.0,13106472.0,74840.0,0.57
2033-10-01,3024245.2,0.0,482587.88,2136676.8,1939019.4,4733807.0,0.0,0.0,248998.95,12565335.0,4107595.5,0.0,0.0,3054639.5,1560870.6,0.0,1288814.2,19001.39,2508290.2,12539211.0,26124.0,0.21
2033-10-02,2864002.2,0.0,482587.88,2136972.5,1953062.9,4844070.0,0.0,0.0,248662.94,12529359.0,4549659.0,0.0,0.0,3054127.8,1574943.5,0.0,1145452.0,19034.174,2156965.8,12500182.0,29177.0,0.23
2033-11-01,2249605.0,0.0,482587.88,2144550.5,1936614.4,4431052.5,0.0,0.0,247995.97,11492406.0,3742943.2,0.0,0.0,3041279.2,1558897.2,0.0,930324.06,19400.879,2155512.5,11448358.0,44048.0,0.38
2033-12-01,1938016.2,0.0,482587.88,2150387.8,1968168.4,4252546.0,0.0,0.0,250529.47,11042235.0,3910755.0,0.0,0.0,3041520.5,1590147.8,0.0,787347.9,20876.846,1685840.6,11036489.0,5746.0,0.05
2033-12-02,2064249.6,0.0,482587.88,2150560.2,1957758.6,4321844.0,0.0,0.0,249487.92,11226488.0,4515818.5,0.0,0.0,3041694.2,1579575.9,0.0,867284.4,20886.432,1183411.2,11208670.0,17818.0,0.16
2034-01-01,1769671.9,0.0,482587.88,2155044.2,1973584.8,4038936.5,0.0,0.0,247932.55,10667759.0,4003934.0,0.0,0.0,3044778.5,1594703.6,0.0,770781.6,22265.898,1181653.0,10618117.0,49642.0,0.47
2034-02-01,1839686.0,0.0,482587.88,2158706.0,3321638.8,7190200.0,0.0,0.0,9404.684,15002224.0,7203388.0,0.0,0.0,3164238.8,2798557.5,0.0,77943.64,23233.434,1714895.4,14982256.0,19968.0,0.13
2034-03-01,2156971.0,0.0,482587.88,2161278.5,2183290.5,4043163.5,0.0,0.0,9304.986,11036597.0,3396238.8,0.0,0.0,3100916.5,1791783.4,0.0,848785.4,24111.428,1838314.6,11000150.0,36447.0,0.33
2034-03-04,1675819.5,0.0,482587.88,2161543.0,2704304.2,4045327.2,0.0,0.0,9317.93,11078900.0,4177912.0,0.0,0.0,3095245.2,1841192.2,0.0,60800.56,24191.78,1834438.4,11033780.0,45120.0,0.41
2034-04-01,2557310.0,0.0,482587.88,2163819.2,2020663.1,3622550.2,0.0,0.0,9237.409,10856167.0,2773378.8,0.0,0.0,3056452.8,1632807.8,0.0,1513643.9,22962.988,1833185.4,10832431.0,23736.0,0.22
2034-05-01,3510426.5,0.0,482587.88,2165826.0,1705932.9,3822567.5,0.0,0.0,9197.009,11696538.0,2699724.0,0.0,0.0,3011340.8,1327819.4,0.0,2146335.0,15944.19,2492999.8,11694164.0,2374.0,0.02
2034-05-02,4117991.2,0.0,482587.88,2165960.8,1709700.0,3226505.0,0.0,0.0,9193.191,11711938.0,2205387.0,0.0,0.0,3010195.8,1331560.2,0.0,2101170.0,15795.959,3028311.5,11692420.0,19518.0,0.17
2034-06-01,3363811.5,0.0,482587.88,2168137.2,1678655.5,3002522.0,0.0,0.0,9251.556,10704966.0,1758426.2,0.0,0.0,2990627.2,1300631.4,0.0,1595932.8,12967.182,3027173.0,10685758.0,19208.0,0.18
2034-07-01,4017982.5,0.0,482587.88,2169943.0,1575452.1,2808633.0,0.0,0.0,9331.469,11063929.0,1668818.5,0.0,0.0,2972339.2,1197398.1,0.0,1817670.4,10969.504,3383467.8,11050664.0,13265.0,0.12
2034-07-02,3731534.8,0.0,482587.88,2170002.5,1575700.6,2865196.2,0.0,0.0,9341.085,10834363.0,1928634.2,0.0,0.0,2971883.8,1197750.1,0.0,1797054.1,10947.2295,2927132.0,10833401.0,962.0,0.01
2034-08-01,3385915.2,0.0,482587.88,2171572.8,1549497.4,2674249.2,0.0,0.0,9295.979,10273119.0,1404874.0,0.0,0.0,2962332.8,1171494.2,0.0,1789652.5,10361.12,2923020.8,10261735.0,11384.0,0.11
2034-09-01,3006685.5,0.0,482587.88,2173284.2,1589272.4,2576590.0,0.0,0.0,9256.307,9837676.0,1380950.6,0.0,0.0,2954704.2,1211736.4,0.0,1338632.5,10300.172,2930742.2,9827066.0,10610.0,0.11
2034-10-01,2998772.5,0.0,482587.88,2174733.8,1652631.8,2477781.2,0.0,0.0,9271.577,9795779.0,1394013.5,0.0,0.0,2955944.2,1274876.4,0.0,1105219.6,10976.519,3048595.0,9789626.0,6153.0,0.06
2034-10-02,2831572.8,0.0,482587.88,2174778.8,1643201.5,2509245.5,0.0,0.0,9317.672,9650704.0,1671959.2,0.0,0.0,2956178.5,1265473.1,0.0,1193301.2,10964.431,2547676.0,9645552.0,5152.0,0.05
2034-11-01,2262579.8,0.0,482587.88,2176098.2,1703097.8,2405911.8,0.0,0.0,9272.505,9039549.0,1280394.5,0.0,0.0,2960642.0,1328849.0,0.0,903267.3,11749.046,2545422.5,9030324.0,9225.0,0.1
2034-12-01,1959247.6,0.0,482587.88,2177262.5,2051756.0,3064707.2,0.0,0.0,9246.987,9744808.0,2744402.8,0.0,0.0,2988866.0,1628007.1,0.0,47967.195,14347.733,2322370.0,9745960.0,-1152.0,-0.01
2034-12-02,1790782.0,0.0,482587.88,2177298.0,2050822.0,2967389.5,0.0,0.0,9421.472,9478301.0,3991035.8,0.0,0.0,2990678.8,1635758.4,0.0,63799.656,14489.528,764497.8,9460261.0,18040.0,0.19
2035-01-01,1445391.6,0.0,482587.88,2178300.5,2002911.9,2692424.8,0.0,0.0,9327.719,8810945.0,3030460.0,0.0,0.0,3023844.8,1619536.6,0.0,344296.94,16810.275,765759.06,8800708.0,10237.0,0.12
2035-02-01,1430909.8,0.0,482587.88,2178953.5,1915738.4,2640225.0,0.0,0.0,9269.808,8657684.0,2560222.0,0.0,0.0,3013003.5,1537489.8,0.0,761145.1,17046.662,765951.94,8654858.0,2826.0,0.03
2035-03-01,2372957.2,0.0,482587.88,2179858.0,1768451.5,2144911.5,0.0,0.0,9138.808,8957905.0,855579.2,0.0,0.0,2987560.2,1389478.0,0.0,1385468.0,15528.122,2323464.0,8957078.0,827.0,0.01
2035-03-04,2781214.2,0.0,482587.88,2179940.2,1729227.8,2112541.5,0.0,0.0,9100.733,9294613.0,809684.56,0.0,0.0,2984624.2,1351173.9,0.0,1583950.9,15099.01,2547882.5,9292415.0,2198.0,0.02
2035-04-01,2362695.8,0.0,482587.88,2180704.0,1712286.8,2058198.5,0.0,0.0,9179.449,8805651.0,605266.2,0.0,0.0,2974695.8,1333853.0,0.0,1362374.5,14402.032,2549152.0,8839744.0,-34093.0,-0.39
2035-05-01,3761282.0,0.0,482587.88,2181565.5,1643291.2,2107412.2,0.0,0.0,9215.428,10185354.0,824702.06,0.0,0.0,2964844.8,1265119.0,0.0,2061455.9,14295.316,3051235.5,10181653.0,3701.0,0.04
2035-05-02,3991668.5,0.0,482587.88,2181594.5,1618243.6,2131125.0,0.0,0.0,9222.235,10414442.0,938549.9,0.0,0.0,2963858.5,1240074.1,0.0,2323813.5,13948.804,2931789.8,10412035.0,2407.0,0.02
2035-06-01,3339797.5,0.0,482587.88,2182331.5,1567655.4,1851818.1,0.0,0.0,9245.2,9433436.0,494356.25,0.0,0.0,2948421.8,1189252.9,0.0,1861127.5,11686.753,2929068.8,9433914.0,-478.0,-0.01
2035-07-01,3206734.5,0.0,482587.88,2183208.2,1520295.2,1833212.8,0.0,0.0,8837.494,9234876.0,544867.9,0.0,0.0,2936019.8,1142252.5,0.0,1677260.6,10400.035,2922707.2,9233508.0,1368.0,0.01
2035-07-02,3660465.8,0.0,482587.88,2183234.8,1519786.6,1764222.6,0.0,0.0,8804.583,9619102.0,498215.62,0.0,0.0,2935773.0,1141685.0,0.0,1653317.4,10390.044,3379792.8,9619174.0,-72.0,-0.0
2035-08-01,3661258.8,0.0,482587.88,2184024.5,1488443.9,1681069.2,0.0,0.0,8888.836,9506273.0,374502.12,0.0,0.0,2929349.5,1110199.2,0.0,1707021.0,9963.511,3378923.5,9509959.0,-3686.0,-0.04
2035-09-01,3107930.5,0.0,482587.88,2184735.2,1493379.8,1643707.1,0.0,0.0,8899.619,8921241.0,409839.7,0.0,0.0,2925553.5,1115647.8,0.0,1441551.9,9845.886,3021256.0,8923695.0,-2454.0,-0.03
2035-10-01,2287983.5,0.0,482587.88,2185609.2,1627435.8,1735245.1,0.0,0.0,8891.773,8327754.0,818313.6,0.0,0.0,2930089.8,1249875.5,0.0,833016.3,11305.39,2485389.5,8327990.5,-236.5,-0.0
2035-10-02,2216516.5,0.0,482587.88,2185636.2,1620974.8,1780121.0,0.0,0.0,8974.847,8294812.0,1287562.8,0.0,0.0,2930429.0,1242838.1,0.0,996229.7,11305.832,1825890.2,8294256.0,556.0,0.01
2035-11-01,1884027.4,0.0,482587.88,2186395.2,1672852.5,1764427.1,0.0,0.0,8441.841,7998732.0,1128834.9,0.0,0.0,2938452.5,1295083.5,0.0,796116.94,12166.936,1825969.2,7996624.0,2108.0,0.03
2035-12-01,1741783.2,0.0,482587.88,2187016.5,1803515.9,1760990.9,0.0,0.0,8410.615,7984305.0,1571871.5,0.0,0.0,2956217.0,1420425.5,0.0,185995.77,13508.358,1831803.8,7979822.0,4483.0,0.06
2035-12-02,1746223.8,0.0,482587.88,2187039.8,1792948.1,1764086.9,0.0,0.0,8414.951,7981301.0,1612518.8,0.0,0.0,2957490.5,1407731.6,0.0,284931.84,13580.542,1706942.1,7983195.0,-1894.0,-0.02
2036-01-01,1549039.0,0.0,482587.88,2187472.8,2215369.2,2009711.1,0.0,0.0,8401.114,8452581.0,2169386.0,0.0,0.0,2996490.2,1532351.0,0.0,20011.168,15730.425,1707029.8,8440998.0,11583.0,0.14
2036-02-01,2799682.2,0.0,482587.88,2078215.6,2242725.8,3653862.2,0.0,0.0,231556.69,11488630.0,4579938.5,0.0,0.0,3429970.2,1851496.5,0.0,354321.4,22640.797,1188000.2,11426368.0,62262.0,0.54
